"station_id","station_name","station_address","lat","lon"
"74DA38F20CD0","屏東縣私立崇華國小","[908]屏東縣長治鄉復興村新興路38號","22.726","120.542"
"74DA38F7C4E4","新北市鷺江國小","N/A","25.085","121.475"
"74DA38C7D172","金門縣立安瀾國小","[890]金門縣金沙鎮碧山村81號","24.482","118.437"
"74DA38F20A48","新竹縣縣立新星國小","[305]新竹縣新埔鎮新民里民生街28號","24.829","121.074"
"74DA38F20C36","苗栗縣縣立西湖國中","[368]苗栗縣西湖鄉龍洞村一鄰1之1號","24.555","120.757"
"08BEAC0A0598","臺南市市立宅港國小","臺南市學甲區宅港里13號","23.2579709","120.2035746"
"74DA38F209EC","台東縣縣立成功國小","[961]臺東縣成功鎮太平路28號","23.102","121.382"
"08BEAC09FF20","臺中市立外埔國小","臺中市外埔區外埔路878號","24.33261333","120.65355"
"74DA38F20870","台東縣縣立東清國小","[952]臺東縣蘭嶼鄉東清村1號","22.056","121.564"
"74DA38F20A20","高雄市市立三侯國小","高雄市三侯國小 高雄市湖內區中正路二段544號","22.911","120.198"
"74DA38F20FD6","高雄市市立愛國國小","高雄市愛國國小 高雄市三民區十全一路1號","22.643","120.313"
"74DA38F20D6A","高雄市市立七賢國中","高雄市立七賢國民中學 高雄市鼓山區龍水里美術東三路110號","22.658","120.289"
"74DA38F20F12","高雄市市立內惟國小","高雄市內惟國小 高雄市鼓山區內惟路73號","22.656","120.276"
"74DA38F20A2A","高雄市市立鹽埕國中","高雄市立鹽埕國民中學 高雄市鹽埕區育仁里新樂街46號","22.623","120.288"
"74DA38F20A36","苗栗縣縣立蓬萊國小","[353]苗栗縣南庄鄉蓬萊村19鄰118號","24.543","120.97"
"74DA38F20A38","苗栗縣縣立東河國小","[353]苗栗縣南庄鄉東河村三鄰132號","24.6","121.04"
"74DA38F2114A","市立文林國小","臺北市北投區建民里文林北路155號","25.061","121.51"
"08BEAC0A02EE","臺南市市立新化國中","臺南市新化區中興路722號","23.03428054","120.3120474"
"74DA38F20DBE","澎湖縣縣立龍門國小","[885]澎湖縣湖西鄉尖山村4號","23.566","119.669"
"08BEAC09FF4A","臺中市立雙十國中","臺中市北區力行路258號","25.06146963","121.6468672"
"74DA38F20CB2","台東縣縣立卑南國小","[950]臺東縣臺東市卑南里更生北路317號","22.782","121.119"
"08BEAC0A001E","臺中市立新盛國小","臺中市東勢區新盛里新盛街342號","24.243535","120.831636"
"74DA38F20AC0","台東縣縣立公館國小","[951]臺東縣綠島鄉公館村98號","22.674","121.493"
"74DA38F21196","宜蘭縣縣立興中國中","[268]宜蘭縣五結鄉上四村中正東路50號","24.699","121.77"
"74DA38F20886","宜蘭縣縣立文化國中","[270]宜蘭縣蘇澳鎮永榮里新馬路2號","24.618","121.833"
"74DA38EBF8A8","花蓮縣立富里國中","[983]花蓮縣富里鄉永安路173號","23.175","121.249"
"74DA38F7C502","市立螢橋國中","臺北市中正區林興里汀州路三段4號","25.018","121.525"
"74DA38F209B4","台東縣縣立大溪國小","[963]臺東縣太麻里鄉多良村十五鄰大溪85號","22.462","120.941"
"74DA38F20816","宜蘭縣縣立中興國小","[268]宜蘭縣五結鄉四結村中興路三段67號","24.692","121.772"
"08BEAC0A0862","臺南市市立仁光國小","臺南市鹽水區三明里舊營117號","23.29974037","120.2574054"
"74DA38F7C57A","新北市丹鳳國小","N/A","25.023","121.413"
"08BEAC252C9E","宜蘭縣縣立東澳國小(2020)",,"24.522","121.833"
"08BEAC0A0570","臺南市市立關廟國小","臺南市關廟區山西里文衡路121號","22.96408732","120.3255733"
"74DA38F20A5A","屏東縣縣立新南國小","[906]屏東縣高樹鄉新南村興店路5號","22.785","120.559"
"74DA38F20A60","台東縣縣立賓朗國小","[954]臺東縣卑南鄉賓朗村474巷2號","22.807","121.093"
"74DA38F20ADE","新竹縣縣立照門國小","[305]新竹縣新埔鎮照照門里九鄰39號","24.847","121.117"
"08BEAC0A05E2","臺南市市立玉山國小","臺南市南化區玉山里48之1號","23.07473241","120.5190658"
"74DA38F20D22","市立龍門國中","臺北市大安區建國南路二段269號","25.024","121.537"
